Price,Close,High,Low,Open,Volume
2026-01-27,671.7716674804688,675.6148486525956,663.4764668627315,673.3888389297905,13297400
2026-01-28,667.5392456054688,676.4733214975852,664.9139236867763,673.2989910894674,25709600
2026-01-29,736.995361328125,742.6752321400184,711.2812198864386,736.1169233837337,59852900
2026-01-30,715.2241821289062,730.8662626744616,712.3193905555435,726.2045952530067,23744600
2026-02-02,705.152099609375,720.0156002559207,702.2672920108814,713.3275184694113,14365200
2026-02-03,690.4683227539062,715.7232596178901,685.1877035052055,706.1104025957663,13760700
2026-02-04,667.7987670898438,687.603466213174,666.2715231343633,686.5053883494637,16882800
2026-02-05,669.0166015625,680.2864759062725,652.3363345630947,662.3984025060512,17131800
2026-02-06,660.2822265625,670.7934451675868,645.3488423980709,664.3050190645899,18159300
2026-02-09,676.0140991210938,682.0932819515241,657.6069922476072,661.9991209626965,14837500
2026-02-10,669.5256958007812,679.4380681924739,668.597359057372,676.3934502400131,10455800
2026-02-11,667.4993286132812,678.0605068549233,655.9299390360635,672.7998711552045,14323800
2026-02-12,648.6529541015625,674.7963229561075,644.1310518439949,668.7770306530766,14960100
2026-02-13,638.630859375,650.2700710327099,633.4401061931457,643.9513250294082,12336400
2026-02-17,638.151611328125,641.4557148619026,627.6803003409905,638.3612593202278,12674700
2026-02-18,642.0746459960938,643.8515057528024,627.0315334227189,632.67143641335,14649200
2026-02-19,643.6318969726562,646.0375787806976,635.5861905818066,637.432932921519,10035700
2026-02-20,654.4924926757812,662.1688021543367,637.6426055733327,638.5509584025834,14183500
2026-02-23,636.1152954101562,656.5288937722072,634.8675211939732,651.3780476889771,8605900
2026-02-24,638.16162109375,639.9683956881865,627.8599900449855,631.9527259539814,10135600
2026-02-25,652.5260620117188,652.7157261405878,640.9966397738364,641.3859599741169,11330700
2026-02-26,655.8401489257812,659.823034651462,646.3470725216666,649.3916295582877,10637700
2026-02-27,647.02587890625,648.2836451675449,636.983793627941,642.3043203814821,15703000
2026-03-02,652.396240234375,658.764884603327,633.3701817354564,636.0254184162494,9816100
2026-03-03,653.91357421875,657.866484005116,637.7025010942567,647.1356255764312,12263800
2026-03-04,666.541015625,671.5720803574089,656.4989309709863,656.788453587829,10810100
2026-03-05,659.393798828125,669.5057662619517,649.1520579976961,660.751362594833,13341400
2026-03-06,643.7117309570312,648.3135076492586,634.9773114336934,646.7463568472266,13159400
2026-03-09,646.2373046875,646.596649067328,625.6640164348609,633.6497720389343,13489700
2026-03-10,652.9053344726562,659.1242214972237,647.8443550809549,652.3962328583322,9859300
2026-03-11,653.6939086914062,657.9463328691638,647.2054829186618,653.5941111270305,8977200
2026-03-12,637.0436401367188,652.336368433984,635.7659510050273,647.5948263527883,11617500
2026-03-13,612.6171875,628.0496188589474,608.4645611002024,622.7790526456299,18957600
2026-03-16,626.8690185546875,634.1622468505053,622.5230098937741,631.4147932406764,15134900
2026-03-17,622.0834350585938,635.9605885584036,621.1243629754691,627.4085169382369,10348800
2026-03-18,615.1099243164062,622.0735023862151,614.04090772979,615.769347359454,11726300
2026-03-19,606.1382446289062,612.4323990135786,601.7023533616688,611.5832104537112,13247700
2026-03-20,593.1102905273438,603.400802317344,586.7062525156723,602.9712077810872,21214900
2026-03-23,603.5006713867188,608.0764476338709,598.4553596033379,605.2290499891692,13638000
2026-03-24,592.3709716796875,600.443507118967,590.4527665679026,598.5452420228083,10739700
2026-03-25,594.3391723632812,603.1110107561809,592.850561795072,598.1855830392399,12585000
2026-03-26,547.032958984375,582.460145169462,542.8468364624507,581.9506076701073,35780100
2026-03-27,525.233154296875,543.0966023049141,519.7782492802263,539.599843303006,30133000
2026-03-30,535.8833618164062,539.0504095872608,528.0505941707193,535.8833618164062,22795200
2026-03-31,571.6002197265625,573.1587727471259,546.2637174010383,549.4707059552647,32898300
2026-04-01,578.6936645507812,592.0013387220274,573.2887005646345,579.5928556215499,23608100
2026-04-02,573.9281005859375,577.9643377947169,559.1817578546791,565.5158531822124,13518500
2026-04-06,572.4894409179688,582.2503530791108,571.4703658572956,577.1550997330287,9515700
2026-04-07,574.5175170898438,574.6973431004155,564.2370671243236,571.9498894780604,9580800
2026-04-08,611.8529052734375,629.3667024291958,591.2820049792073,605.4388670235439,32036600
2026-04-09,627.8081665039062,636.9097166035551,622.4231426572783,626.3894374266143,19012900
2026-04-10,629.2767333984375,637.9886903650855,623.7518859014353,633.882449891805,13294800
2026-04-13,633.9425048828125,634.4120404303904,623.8218795800174,628.9171329935918,9538900
2026-04-14,661.8765258789062,665.6430543798978,638.7779398291946,642.624350345733,17818000
2026-04-15,670.9581909179688,677.8717665104965,663.6049593103575,666.3824145357423,14952600
2026-04-16,676.2432250976562,676.9525896021297,667.131674939706,675.3640350842893,9544800
2026-04-17,687.9124145507812,690.8796961433965,674.5048580761284,677.9716157075654,16283500
2026-04-20,670.2887573242188,682.7472426832454,667.381478611767,680.7290935491282,12534000
2026-04-21,668.220703125,675.5738733736962,666.7120915784461,670.3786762058809,8660100
2026-04-22,674.09521484375,677.7518600207422,669.1298460769134,673.7355628200382,9215600
2026-04-23,658.5396728515625,668.9400066983026,652.4452846667049,663.0854475032797,11667000
2026-04-24,674.4049682617188,680.0396994180859,653.2345872360809,659.7085674039201,13348300
2026-04-27,677.9916381835938,681.8680504402118,670.2188736545023,670.3786986745525,12805200
2026-04-28,670.7183837890625,677.5520159823654,665.0136491453696,673.6156618787633,10606800
2026-04-29,668.5004272460938,673.6256820299297,663.1953464496755,668.290599742094,18947500
2026-04-30,611.3433837890625,620.2751083620838,599.4444385151393,618.7465567527638,52765000
2026-05-01,608.1863403320312,618.3069655430758,605.548770151405,614.120842749119,21404000
2026-05-04,609.8447875976562,613.4314904063681,602.1919069095087,607.3771038685389,16203900
2026-05-05,604.3998413085938,613.7811000159977,599.8040642277598,612.7420849871345,17171300
2026-05-06,612.3125,619.3759607512419,597.5461564796674,600.4934370812971,19915500
2026-05-07,616.2388305664062,624.4012480600104,612.9718390781961,614.150739078972,12307400
2026-05-08,609.0654907226562,616.1988937552933,605.4987892063378,614.6303402495529,13557000
2026-05-11,598.3054809570312,604.3498668649182,597.5262348938886,604.010215830275,15940600
2026-05-12,602.441650390625,603.1909559259367,592.0512559095129,594.2692320029287,11351600
2026-05-13,616.0590209960938,619.3260125714435,596.1074810052941,598.275515544453,14634400
2026-05-14,617.8573608398438,623.152441138389,614.4305441468357,615.429618202359,10651200
2026-05-15,613.6612548828125,620.6248329546977,608.7458274653094,613.421486859321,13272600
2026-05-18,610.64404296875,615.0199919776213,603.1309869574205,608.5459509764945,13772400
2026-05-19,602.052001953125,613.361527578881,599.9939118379299,608.3561568042173,11749900
2026-05-20,604.499755859375,607.4370360716302,597.2564688338498,600.2037495434126,11329700
2026-05-21,606.8175659179688,609.0354809096541,594.2591985256718,599.4443949814065,13476100
2026-05-22,609.6949462890625,614.2407210713809,606.3880135859368,607.3171451453314,11688600
2026-05-26,611.7730102539062,613.9009818092591,604.7394901495815,608.3261927003538,12234200
2026-05-27,634.6718139648438,637.908804248614,608.4361186960156,608.8357727220844,23143600
2026-05-28,634.7017211914062,642.4046039468743,628.7272779804616,638.9078448274123,16772400
2026-05-29,631.92431640625,633.9124639439917,622.7727642602187,632.9133899267435,19806500
2026-06-01,599.9139404296875,635.1613007084701,598.974869401479,629.8162791560948,29138800
2026-06-02,597.0765991210938,608.3161816139932,596.1274666259658,602.68138962268,18252000
2026-06-03,622.4031372070312,623.5720977596394,599.7142043737263,602.4416570391962,23020100
2026-06-04,626.9888916015625,641.8051764288737,621.8536364911718,623.0924785224576,21469200
2026-06-05,592.450927734375,628.567480013855,582.3702434655938,622.8827460758752,30091600
2026-06-08,584.8479614257812,591.4518261333767,578.6836307521693,591.4518261333767,19512400
2026-06-09,584.0487060546875,597.0766092757164,580.4720040020986,590.4527436689563,16977400
2026-06-10,570.4512939453125,590.7724873942649,570.0716409197756,580.192266144374,17064000
2026-06-11,567.9036254882812,571.6401524850257,556.4942175026772,565.3060574843756,17628000
2026-06-12,566.4549560546875,575.5365655300229,560.3806300495169,572.4194595335534,14326400
2026-06-15,593.47998046875,601.27001953125,579.2999877929688,579.9000244140625,17653300
2026-06-16,600.2100219726562,605.8099975585938,592.0,593.6500244140625,11344400
2026-06-17,567.5800170898438,593.8099975585938,566.1900024414062,592.0,20478300
2026-06-18,577.219970703125,580.219970703125,563.0999755859375,572.8200073242188,28824600
2026-06-22,563.8499755859375,575.8099975585938,559.8099975585938,572.02001953125,15405500
2026-06-23,562.2000122070312,572.2000122070312,561.02001953125,562.25,13103300
2026-06-24,557.6699829101562,569.0399780273438,555.5499877929688,561.8900146484375,13963600
2026-06-25,542.8699951171875,556.3400268554688,540.1799926757812,555.5499877929688,16968600
2026-06-26,550.25,556.8499755859375,540.4000244140625,543.3400268554688,18867700
2026-06-29,562.5999755859375,570.9000244140625,558.0,560.0,15011400
2026-06-30,563.2899780273438,565.5399780273438,551.4299926757812,560.9400024414062,18111100
2026-07-01,612.9099731445312,628.280029296875,595.0999755859375,607.9099731445312,45536300
2026-07-02,582.9000244140625,610.0,580.4199829101562,607.9000244140625,21705900
2026-07-06,600.2899780273438,603.5800170898438,581.760009765625,594.8400268554688,17674100
2026-07-07,615.5800170898438,625.3699951171875,603.6599731445312,607.5900268554688,18560800
2026-07-08,603.1199951171875,616.0,598.010009765625,614.3900146484375,13606500
2026-07-09,631.47998046875,633.27001953125,577.0700073242188,583.989990234375,26579700
2026-07-10,669.2100219726562,677.8599853515625,658.010009765625,660.3400268554688,40608900
2026-07-13,656.72998046875,676.6199951171875,654.2000122070312,661.3800048828125,19840700
2026-07-14,661.0399780273438,666.5,649.0499877929688,652.0,16748200
2026-07-15,681.3099975585938,686.0800170898438,656.6599731445312,663.5999755859375,19003400
2026-07-16,664.5399780273438,681.9000244140625,660.1599731445312,677.280029296875,15816000
2026-07-17,646.010009765625,652.2000122070312,626.0,647.7000122070312,22267900
2026-07-20,645.8499755859375,653.2999877929688,636.010009765625,646.7000122070312,10225200
2026-07-21,643.8099975585938,655.8800048828125,643.2000122070312,654.1799926757812,9140500
2026-07-22,627.1699829101562,649.0,624.0,647.7000122070312,11019600
2026-07-23,606.0999755859375,614.6500244140625,597.219970703125,608.4099731445312,15494800
2026-07-24,595.1900024414062,609.97998046875,594.4500122070312,605.2999877929688,11503500
2026-07-27,593.8699951171875,611.260009765625,593.1300048828125,607.219970703125,11195300
2026-07-28,593.4099731445312,601.0,587.0,596.8200073242188,12009300
2026-07-29,585.6099853515625,599.969970703125,582.219970703125,593.25,22371100
2026-07-30,539.030029296875,539.8800048828125,524.489990234375,526.0,42271500
2026-07-31,556.7100219726562,558.3300170898438,540.219970703125,543.5999755859375,24261500
2026-08-03,590.239990234375,597.52001953125,559.3599853515625,562.239990234375,25938100
2026-08-04,587.9400024414062,592.7899780273438,578.25,581.5,17959200
2026-08-05,588.77001953125,601.0,580.1199951171875,600.4600219726562,14897200
2026-08-06,589.9000244140625,595.3099975585938,586.0,586.9500122070312,11811500
2026-08-07,592.0999755859375,598.739990234375,585.6199951171875,585.6400146484375,11250300
2026-08-10,594.9199829101562,608.2100219726562,592.030029296875,599.1300048828125,14967300
2026-08-11,599.1199951171875,612.4299926757812,593.4000244140625,598.0,13146900
2026-08-12,578.8499755859375,604.5,578.2100219726562,601.0700073242188,16186900
2026-08-13,594.969970703125,595.8499755859375,579.3900146484375,580.7100219726562,11164200
2026-08-14,589.8499755859375,601.8599853515625,589.2899780273438,596.97998046875,8758000
2026-08-17,568.969970703125,590.239990234375,564.75,589.75,17225600
2026-08-18,543.6699829101562,560.6599731445312,543.2100219726562,557.47998046875,27094900
2026-08-19,546.030029296875,554.0700073242188,537.27001953125,541.3400268554688,16971700
2026-08-20,545.8300170898438,549.989990234375,539.3099975585938,546.9500122070312,13872200
2026-08-21,549.9000244140625,553.8699951171875,543.22998046875,546.8900146484375,13848000
2026-08-24,559.02001953125,561.4199829101562,546.2999877929688,550.2000122070312,12990600
2026-08-25,570.0499877929688,570.7999877929688,561.4000244140625,563.8800048828125,9769100
2026-08-26,576.1400146484375,593.3400268554688,561.8800048828125,590.3099975585938,31416300
2026-08-27,571.0999755859375,588.3900146484375,567.6199951171875,576.47998046875,15221400
2026-08-28,578.02001953125,589.1900024414062,571.0,571.5499877929688,16042400
2026-08-31,572.3400268554688,578.6799926757812,569.1400146484375,577.6300048828125,13383800
2026-09-01,578.5399780273438,584.9500122070312,556.0999755859375,558.3499755859375,15796900
2026-09-02,592.8499755859375,600.3800048828125,577.0,578.7899780273438,16552700
2026-09-03,610.6799926757812,619.4600219726562,604.3499755859375,604.489990234375,19737100
2026-09-04,616.77001953125,617.4600219726562,605.27001953125,612.3499755859375,15966200
2026-09-08,613.47998046875,624.7999877929688,609.739990234375,616.2100219726562,18909700
2026-09-09,653.6900024414062,657.8599853515625,638.5599975585938,648.6400146484375,35900700
2026-09-10,644.3800048828125,663.5,642.1400146484375,653.7100219726562,21531900
2026-09-11,648.030029296875,664.239990234375,646.2000122070312,653.510009765625,16925000
2026-09-14,665.5999755859375,668.5999755859375,649.219970703125,657.8300170898438,19332300
2026-09-15,670.239990234375,678.8699951171875,656.2000122070312,659.2999877929688,19485700
2026-09-16,676.85498046875,685.3099975585938,674.2901000976562,679.75,6998416
